transaction_id,date,customer_id,product,quantity,unit_price,region,total_amount
TXN000153,2026-03-23 23:19:45.793670070,CUST0085,Monitor,3,375.47,East,1126.41
TXN000154,2026-03-23 23:32:43.471437846,CUST0392,Headphones,1,399.39,West,399.39
TXN000155,2026-03-23 23:45:41.149205623,CUST0464,Mouse,5,376.39,West,1881.95
TXN000156,2026-03-23 23:58:38.826973400,CUST0426,Desk Mat,1,226.15,South,226.15
TXN000157,2026-03-24 00:11:36.504741177,CUST0380,Laptop,8,369.47,West,2955.76
TXN000158,2026-03-24 00:24:34.182508954,CUST0166,Mouse,1,316.26,East,316.26
TXN000159,2026-03-24 00:37:31.860276730,CUST0372,Headphones,1,428.47,East,428.47
TXN000160,2026-03-24 00:50:29.538044507,CUST0260,Monitor,2,403.21,West,806.42
TXN000161,2026-03-24 01:03:27.215812284,CUST0326,USB Cable,2,30.27,East,60.54
TXN000162,2026-03-24 01:16:24.893580061,CUST0363,Headphones,6,195.65,West,1173.9
TXN000163,2026-03-24 01:29:22.571347837,CUST0360,Headphones,7,27.01,South,189.07
TXN000164,2026-03-24 01:42:20.249115614,CUST0436,Mouse,5,60.02,East,300.1
TXN000165,2026-03-24 01:55:17.926883391,CUST0037,Laptop,1,304.69,North,304.69
TXN000166,2026-03-24 02:08:15.604651168,CUST0359,Monitor,1,438.17,South,438.17
TXN000167,2026-03-24 02:21:13.282418945,CUST0200,Headphones,3,68.71,North,206.13
TXN000168,2026-03-24 02:34:10.960186721,CUST0431,USB Cable,2,231.03,East,462.06
TXN000169,2026-03-24 02:47:08.637954498,CUST0412,Headphones,5,456.33,West,2281.65
TXN000170,2026-03-24 03:00:06.315722275,CUST0438,USB Cable,6,409.01,East,2454.06
TXN000171,2026-03-24 03:13:03.993490052,CUST0393,Mouse,7,264.64,South,1852.48
TXN000172,2026-03-24 03:26:01.671257828,CUST0428,Headphones,4,388.07,East,1552.28
TXN000173,2026-03-24 03:38:59.349025605,CUST0482,Monitor,7,266.12,West,1862.84
TXN000174,2026-03-24 03:51:57.026793382,CUST0128,Headphones,8,87.47,North,699.76
TXN000175,2026-03-24 04:04:54.704561159,CUST0375,Mouse,1,71.12,North,71.12
TXN000176,2026-03-24 04:17:52.382328936,CUST0321,Headphones,6,102.3,East,613.8
TXN000177,2026-03-24 04:30:50.060096712,CUST0150,Laptop,8,181.95,North,1455.6
TXN000178,2026-03-24 04:43:47.737864489,CUST0239,Desk Mat,5,465.96,East,2329.8
TXN000179,2026-03-24 04:56:45.415632266,CUST0159,Headphones,4,401.84,East,1607.36
TXN000180,2026-03-24 05:09:43.093400043,CUST0451,Webcam,2,222.07,West,444.14
TXN000181,2026-03-24 05:22:40.771167819,CUST0045,Headphones,6,251.61,South,1509.66
TXN000182,2026-03-24 05:35:38.448935596,CUST0322,Keyboard,6,140.15,North,840.9
TXN000183,2026-03-24 05:48:36.126703373,CUST0500,Monitor,1,355.13,West,355.13
TXN000184,2026-03-24 06:01:33.804471150,CUST0165,Mouse,9,403.36,West,3630.24
TXN000185,2026-03-24 06:14:31.482238927,CUST0334,Headphones,6,127.06,North,762.36
TXN000186,2026-03-24 06:27:29.160006703,CUST0319,Headphones,3,30.49,North,91.47
TXN000187,2026-03-24 06:40:26.837774480,CUST0001,Laptop,4,315.71,West,1262.84
TXN000188,2026-03-24 06:53:24.515542257,CUST0158,Laptop,4,285.63,North,1142.52
TXN000189,2026-03-24 07:06:22.193310034,CUST0299,Desk Mat,3,207.04,North,621.12
TXN000190,2026-03-24 07:19:19.871077811,CUST0231,USB Cable,3,325.51,South,976.53
TXN000191,2026-03-24 07:32:17.548845587,CUST0120,Webcam,3,279.8,East,839.4
TXN000192,2026-03-24 07:45:15.226613364,CUST0404,Headphones,4,132.78,South,531.12
TXN000193,2026-03-24 07:58:12.904381141,CUST0168,Monitor,7,204.89,East,1434.23
TXN000194,2026-03-24 08:11:10.582148918,CUST0207,USB Cable,4,219.78,West,879.12
TXN000195,2026-03-24 08:24:08.259916694,CUST0281,Mouse,9,441.32,West,3971.88
TXN000196,2026-03-24 08:37:05.937684471,CUST0387,Keyboard,1,480.84,South,480.84
TXN000197,2026-03-24 08:50:03.615452248,CUST0458,Headphones,8,447.57,West,3580.56
TXN000198,2026-03-24 09:03:01.293220025,CUST0296,Monitor,7,362.4,South,2536.8
TXN000199,2026-03-24 09:15:58.970987802,CUST0046,Headphones,2,296.65,North,593.3
TXN000200,2026-03-24 09:28:56.648755578,CUST0398,Mouse,8,347.74,North,2781.92
TXN000201,2026-03-24 09:41:54.326523355,CUST0176,Laptop,1,470.16,South,470.16
TXN000202,2026-03-24 09:54:52.004291132,CUST0166,Laptop,9,132.5,South,1192.5
TXN000203,2026-03-24 10:07:49.682058909,CUST0105,Keyboard,9,272.21,South,2449.89
TXN000204,2026-03-24 10:20:47.359826685,CUST0395,Mouse,2,347.91,North,695.82
TXN000205,2026-03-24 10:33:45.037594462,CUST0023,Webcam,7,342.83,East,2399.81
TXN000206,2026-03-24 10:46:42.715362239,CUST0181,Desk Mat,3,133.62,East,400.86
TXN000207,2026-03-24 10:59:40.393130016,CUST0378,USB Cable,7,297.5,West,2082.5
TXN000208,2026-03-24 11:12:38.070897793,CUST0094,Desk Mat,9,400.0,South,3600.0
TXN000209,2026-03-24 11:25:35.748665569,CUST0403,Webcam,4,242.79,South,971.16
TXN000210,2026-03-24 11:38:33.426433346,CUST0152,USB Cable,1,398.72,East,398.72
TXN000211,2026-03-24 11:51:31.104201123,CUST0262,Desk Mat,2,186.34,West,372.68
TXN000212,2026-03-24 12:04:28.781968900,CUST0356,Laptop,1,469.99,East,469.99
TXN000213,2026-03-24 12:17:26.459736676,CUST0268,Headphones,5,271.62,North,1358.1
TXN000214,2026-03-24 12:30:24.137504453,CUST0172,Monitor,5,302.01,West,1510.05
TXN000215,2026-03-24 12:43:21.815272230,CUST0331,Webcam,7,25.37,South,177.59
TXN000216,2026-03-24 12:56:19.493040007,CUST0183,Desk Mat,9,93.43,West,840.87
TXN000217,2026-03-24 13:09:17.170807784,CUST0255,Headphones,9,320.14,East,2881.26
TXN000218,2026-03-24 13:22:14.848575560,CUST0388,Webcam,3,215.74,South,647.22
TXN000219,2026-03-24 13:35:12.526343337,CUST0210,Keyboard,3,259.0,East,777.0
TXN000220,2026-03-24 13:48:10.204111114,CUST0287,Laptop,3,40.86,North,122.58
TXN000221,2026-03-24 14:01:07.881878891,CUST0050,Headphones,4,418.73,West,1674.92
TXN000222,2026-03-24 14:14:05.559646667,CUST0164,Desk Mat,8,394.41,North,3155.28
TXN000223,2026-03-24 14:27:03.237414444,CUST0119,Laptop,6,100.82,South,604.92
TXN000224,2026-03-24 14:40:00.915182221,CUST0011,Laptop,8,320.82,South,2566.56
TXN000225,2026-03-24 14:52:58.592949998,CUST0080,Keyboard,1,410.97,South,410.97
TXN000226,2026-03-24 15:05:56.270717775,CUST0362,Laptop,8,324.02,South,2592.16
TXN000227,2026-03-24 15:18:53.948485551,CUST0468,Keyboard,4,162.1,West,648.4
TXN000228,2026-03-24 15:31:51.626253328,CUST0115,Monitor,1,331.49,East,331.49
TXN000229,2026-03-24 15:44:49.304021105,CUST0191,Headphones,8,113.13,East,905.04
TXN000230,2026-03-24 15:57:46.981788882,CUST0055,Webcam,4,165.94,North,663.76
TXN000231,2026-03-24 16:10:44.659556658,CUST0001,Desk Mat,6,127.63,East,765.78
TXN000232,2026-03-24 16:23:42.337324435,CUST0362,Webcam,8,282.89,North,2263.12
TXN000233,2026-03-24 16:36:40.015092212,CUST0141,Webcam,4,63.03,North,252.12
TXN000234,2026-03-24 16:49:37.692859989,CUST0223,Monitor,3,467.32,West,1401.96
TXN000235,2026-03-24 17:02:35.370627765,CUST0177,Webcam,9,173.42,North,1560.78
TXN000236,2026-03-24 17:15:33.048395542,CUST0405,USB Cable,3,117.3,East,351.9
TXN000237,2026-03-24 17:28:30.726163319,CUST0381,Laptop,9,253.31,North,2279.79
TXN000238,2026-03-24 17:41:28.403931096,CUST0120,Monitor,2,145.73,South,291.46
TXN000239,2026-03-24 17:54:26.081698873,CUST0333,Desk Mat,2,272.1,North,544.2
TXN000240,2026-03-24 18:07:23.759466649,CUST0377,Monitor,2,180.77,South,361.54
TXN000241,2026-03-24 18:20:21.437234426,CUST0267,Monitor,6,74.71,East,448.26
TXN000242,2026-03-24 18:33:19.115002203,CUST0426,Mouse,3,140.29,East,420.87
TXN000243,2026-03-24 18:46:16.792769980,CUST0217,USB Cable,9,224.84,East,2023.56
TXN000244,2026-03-24 18:59:14.470537756,CUST0457,USB Cable,4,24.84,South,99.36
TXN000245,2026-03-24 19:12:12.148305533,CUST0183,USB Cable,1,387.61,North,387.61
TXN000246,2026-03-24 19:25:09.826073310,CUST0071,Laptop,4,314.69,West,1258.76
TXN000247,2026-03-24 19:38:07.503841087,CUST0003,Laptop,1,304.67,South,304.67
TXN000248,2026-03-24 19:51:05.181608864,CUST0430,USB Cable,5,277.56,South,1387.8
TXN000249,2026-03-24 20:04:02.859376640,CUST0004,USB Cable,4,299.25,East,1197.0
TXN000250,2026-03-24 20:17:00.537144417,CUST0001,Webcam,8,467.98,West,3743.84
TXN000251,2026-03-24 20:29:58.214912194,CUST0171,Monitor,8,14.2,South,113.6
TXN000252,2026-03-24 20:42:55.892679971,CUST0429,Monitor,7,33.42,North,233.94
TXN000253,2026-03-24 20:55:53.570447747,CUST0292,Monitor,3,103.83,North,311.49
TXN000254,2026-03-24 21:08:51.248215524,CUST0337,Keyboard,1,91.98,West,91.98
TXN000255,2026-03-24 21:21:48.925983301,CUST0343,Monitor,1,98.79,South,98.79
TXN000256,2026-03-24 21:34:46.603751078,CUST0373,Mouse,3,339.25,West,1017.75
TXN000257,2026-03-24 21:47:44.281518855,CUST0293,Desk Mat,6,235.15,South,1410.9
TXN000258,2026-03-24 22:00:41.959286631,CUST0429,Webcam,7,495.97,West,3471.79
TXN000259,2026-03-24 22:13:39.637054408,CUST0202,Laptop,6,121.17,East,727.02
TXN000260,2026-03-24 22:26:37.314822185,CUST0231,USB Cable,6,162.31,North,973.86
TXN000261,2026-03-24 22:39:34.992589962,CUST0117,Keyboard,6,492.28,West,2953.68
TXN000262,2026-03-24 22:52:32.670357738,CUST0290,Keyboard,3,417.56,South,1252.68
TXN000263,2026-03-24 23:05:30.348125515,CUST0117,Monitor,6,240.2,West,1441.2
TXN000264,2026-03-24 23:18:28.025893292,CUST0339,Laptop,8,281.75,North,2254.0
TXN000265,2026-03-24 23:31:25.703661069,CUST0429,Desk Mat,2,423.16,North,846.32
TXN000266,2026-03-24 23:44:23.381428846,CUST0207,Webcam,5,245.68,West,1228.4
TXN000267,2026-03-24 23:57:21.059196622,CUST0349,Webcam,1,110.95,West,110.95
TXN000268,2026-03-25 00:10:18.736964399,CUST0141,Desk Mat,1,415.94,South,415.94
TXN000269,2026-03-25 00:23:16.414732176,CUST0017,Laptop,5,273.51,North,1367.55
TXN000270,2026-03-25 00:36:14.092499953,CUST0252,Webcam,3,84.99,South,254.97
TXN000271,2026-03-25 00:49:11.770267729,CUST0013,Headphones,4,257.74,West,1030.96
TXN000272,2026-03-25 01:02:09.448035506,CUST0307,Headphones,3,212.47,North,637.41
TXN000273,2026-03-25 01:15:07.125803283,CUST0317,USB Cable,1,439.65,South,439.65
TXN000274,2026-03-25 01:28:04.803571060,CUST0255,USB Cable,1,71.77,West,71.77
TXN000275,2026-03-25 01:41:02.481338837,CUST0291,USB Cable,5,438.85,North,2194.25
TXN000276,2026-03-25 01:54:00.159106613,CUST0245,Desk Mat,6,260.98,West,1565.88
TXN000277,2026-03-25 02:06:57.836874390,CUST0244,Desk Mat,3,208.14,West,624.42
TXN000278,2026-03-25 02:19:55.514642167,CUST0490,Webcam,9,89.36,West,804.24
TXN000279,2026-03-25 02:32:53.192409944,CUST0206,Webcam,5,353.4,West,1767.0
TXN000280,2026-03-25 02:45:50.870177720,CUST0065,Monitor,8,464.14,North,3713.12
TXN000281,2026-03-25 02:58:48.547945497,CUST0245,USB Cable,1,193.93,North,193.93
TXN000282,2026-03-25 03:11:46.225713274,CUST0473,Keyboard,5,128.38,North,641.9
TXN000283,2026-03-25 03:24:43.903481051,CUST0112,Mouse,3,281.88,West,845.64
TXN000284,2026-03-25 03:37:41.581248828,CUST0490,USB Cable,1,400.13,North,400.13
TXN000285,2026-03-25 03:50:39.259016604,CUST0263,Headphones,4,11.85,East,47.4
TXN000286,2026-03-25 04:03:36.936784381,CUST0339,Headphones,5,319.37,West,1596.85
TXN000287,2026-03-25 04:16:34.614552158,CUST0415,Keyboard,7,302.29,South,2116.03
TXN000288,2026-03-25 04:29:32.292319935,CUST0106,Webcam,1,165.89,South,165.89
TXN000289,2026-03-25 04:42:29.970087711,CUST0285,Mouse,3,231.2,West,693.6
TXN000290,2026-03-25 04:55:27.647855488,CUST0247,Mouse,2,131.01,East,262.02
TXN000291,2026-03-25 05:08:25.325623265,CUST0003,Laptop,9,397.04,East,3573.36
TXN000292,2026-03-25 05:21:23.003391042,CUST0317,Headphones,6,320.92,East,1925.52
TXN000293,2026-03-25 05:34:20.681158819,CUST0382,Monitor,3,271.03,North,813.09
TXN000294,2026-03-25 05:47:18.358926595,CUST0403,Monitor,8,202.34,West,1618.72
TXN000295,2026-03-25 06:00:16.036694372,CUST0273,Monitor,8,152.78,East,1222.24
TXN000296,2026-03-25 06:13:13.714462149,CUST0454,Laptop,2,413.14,West,826.28
TXN000297,2026-03-25 06:26:11.392229926,CUST0171,Webcam,6,231.19,South,1387.14
