transaction_id,date,customer_id,product,quantity,unit_price,region,total_amount
TXN000042,2025-09-21 18:41:12.120144847,CUST0383,USB Cable,2,279.25,South,558.5
TXN000043,2025-09-21 18:54:09.797912624,CUST0152,Mouse,4,342.43,West,1369.72
TXN000044,2025-09-21 19:07:07.475680401,CUST0305,Webcam,7,307.78,West,2154.46
TXN000045,2025-09-21 19:20:05.153448178,CUST0258,Mouse,8,203.05,South,1624.4
TXN000046,2025-09-21 19:33:02.831215954,CUST0136,Keyboard,3,140.0,East,420.0
TXN000047,2025-09-21 19:46:00.508983731,CUST0228,Keyboard,1,92.43,East,92.43
TXN000048,2025-09-21 19:58:58.186751508,CUST0009,Desk Mat,4,349.98,East,1399.92
TXN000049,2025-09-21 20:11:55.864519285,CUST0084,Laptop,2,326.25,West,652.5
TXN000050,2025-09-21 20:24:53.542287062,CUST0222,Headphones,8,346.81,South,2774.48
TXN000051,2025-09-21 20:37:51.220054838,CUST0303,USB Cable,4,192.54,West,770.16
TXN000052,2025-09-21 20:50:48.897822615,CUST0214,Headphones,2,138.58,West,277.16
TXN000053,2025-09-21 21:03:46.575590392,CUST0441,Webcam,6,382.26,North,2293.56
TXN000054,2025-09-21 21:16:44.253358169,CUST0207,USB Cable,6,389.09,West,2334.54
TXN000055,2025-09-21 21:29:41.931125946,CUST0156,USB Cable,4,233.25,West,933.0
TXN000056,2025-09-21 21:42:39.608893722,CUST0050,Mouse,6,309.83,West,1858.98
TXN000057,2025-09-21 21:55:37.286661499,CUST0293,Monitor,2,193.02,East,386.04
TXN000058,2025-09-21 22:08:34.964429276,CUST0110,Laptop,2,353.95,West,707.9
TXN000059,2025-09-21 22:21:32.642197053,CUST0285,Headphones,4,419.5,North,1678.0
TXN000060,2025-09-21 22:34:30.319964829,CUST0413,Desk Mat,8,347.23,East,2777.84
TXN000061,2025-09-21 22:47:27.997732606,CUST0069,Webcam,7,261.17,East,1828.19
TXN000062,2025-09-21 23:00:25.675500383,CUST0404,Laptop,9,234.74,South,2112.66
TXN000063,2025-09-21 23:13:23.353268160,CUST0030,Headphones,8,324.74,North,2597.92
TXN000064,2025-09-21 23:26:21.031035936,CUST0146,Webcam,5,343.11,South,1715.55
TXN000065,2025-09-21 23:39:18.708803713,CUST0420,Laptop,2,283.78,East,567.56
TXN000066,2025-09-21 23:52:16.386571490,CUST0112,Keyboard,5,316.22,East,1581.1
TXN000067,2025-09-22 00:05:14.064339267,CUST0272,Laptop,8,57.33,East,458.64
TXN000068,2025-09-22 00:18:11.742107044,CUST0411,Headphones,9,476.37,West,4287.33
TXN000069,2025-09-22 00:31:09.419874820,CUST0239,Webcam,9,397.48,North,3577.32
TXN000070,2025-09-22 00:44:07.097642597,CUST0227,Monitor,1,193.22,North,193.22
TXN000071,2025-09-22 00:57:04.775410374,CUST0452,Monitor,9,285.78,South,2572.02
TXN000072,2025-09-22 01:10:02.453178151,CUST0158,USB Cable,7,33.19,East,232.33
TXN000073,2025-09-22 01:23:00.130945927,CUST0211,Desk Mat,9,30.2,East,271.8
TXN000074,2025-09-22 01:35:57.808713704,CUST0057,Headphones,8,132.89,South,1063.12
TXN000075,2025-09-22 01:48:55.486481481,CUST0167,Keyboard,1,347.95,South,347.95
TXN000076,2025-09-22 02:01:53.164249258,CUST0029,Laptop,8,427.55,East,3420.4
TXN000077,2025-09-22 02:14:50.842017035,CUST0175,Desk Mat,8,284.0,West,2272.0
TXN000078,2025-09-22 02:27:48.519784811,CUST0459,Mouse,3,270.75,North,812.25
TXN000079,2025-09-22 02:40:46.197552588,CUST0180,Mouse,1,207.13,West,207.13
TXN000080,2025-09-22 02:53:43.875320365,CUST0476,Laptop,8,89.18,West,713.44
TXN000081,2025-09-22 03:06:41.553088142,CUST0386,Keyboard,3,67.99,East,203.97
TXN000082,2025-09-22 03:19:39.230855918,CUST0342,USB Cable,3,382.73,North,1148.19
TXN000083,2025-09-22 03:32:36.908623695,CUST0135,Webcam,1,464.48,North,464.48
TXN000084,2025-09-22 03:45:34.586391472,CUST0281,Webcam,5,234.56,South,1172.8
TXN000085,2025-09-22 03:58:32.264159249,CUST0165,Headphones,7,333.13,West,2331.91
TXN000086,2025-09-22 04:11:29.941927026,CUST0209,USB Cable,9,458.08,West,4122.72
TXN000087,2025-09-22 04:24:27.619694802,CUST0028,Monitor,7,54.16,West,379.12
TXN000088,2025-09-22 04:37:25.297462579,CUST0277,Desk Mat,9,387.54,North,3487.86
TXN000089,2025-09-22 04:50:22.975230356,CUST0250,Desk Mat,8,312.24,South,2497.92
TXN000090,2025-09-22 05:03:20.652998133,CUST0231,Desk Mat,2,303.33,East,606.66
TXN000091,2025-09-22 05:16:18.330765909,CUST0036,Headphones,1,153.34,North,153.34
TXN000092,2025-09-22 05:29:16.008533686,CUST0150,Laptop,7,345.11,West,2415.77
TXN000093,2025-09-22 05:42:13.686301463,CUST0427,Mouse,7,399.45,South,2796.15
TXN000094,2025-09-22 05:55:11.364069240,CUST0092,USB Cable,8,65.3,West,522.4
TXN000095,2025-09-22 06:08:09.041837017,CUST0438,Webcam,5,271.43,South,1357.15
TXN000096,2025-09-22 06:21:06.719604793,CUST0012,Webcam,3,59.62,East,178.86
TXN000097,2025-09-22 06:34:04.397372570,CUST0383,Keyboard,8,437.56,North,3500.48
TXN000098,2025-09-22 06:47:02.075140347,CUST0001,USB Cable,6,258.74,East,1552.44
TXN000099,2025-09-22 06:59:59.752908124,CUST0185,Laptop,3,405.9,South,1217.7
TXN000100,2025-09-22 07:12:57.430675901,CUST0254,Desk Mat,1,190.36,West,190.36
TXN000101,2025-09-22 07:25:55.108443677,CUST0244,Mouse,3,71.29,West,213.87
TXN000102,2025-09-22 07:38:52.786211454,CUST0351,USB Cable,5,30.33,North,151.65
TXN000103,2025-09-22 07:51:50.463979231,CUST0092,Mouse,3,147.94,East,443.82
TXN000104,2025-09-22 08:04:48.141747008,CUST0338,Webcam,1,129.67,North,129.67
TXN000105,2025-09-22 08:17:45.819514784,CUST0038,Headphones,5,284.57,West,1422.85
TXN000106,2025-09-22 08:30:43.497282561,CUST0050,Laptop,7,20.65,East,144.55
TXN000107,2025-09-22 08:43:41.175050338,CUST0401,Monitor,7,265.08,North,1855.56
TXN000108,2025-09-22 08:56:38.852818115,CUST0016,Keyboard,9,201.97,West,1817.73
TXN000109,2025-09-22 09:09:36.530585892,CUST0399,Webcam,3,292.79,East,878.37
TXN000110,2025-09-22 09:22:34.208353668,CUST0116,Headphones,7,354.18,East,2479.26
TXN000111,2025-09-22 09:35:31.886121445,CUST0492,Keyboard,1,320.71,North,320.71
TXN000112,2025-09-22 09:48:29.563889222,CUST0321,Desk Mat,4,492.48,North,1969.92
TXN000113,2025-09-22 10:01:27.241656999,CUST0476,Keyboard,4,77.75,West,311.0
TXN000114,2025-09-22 10:14:24.919424775,CUST0055,Webcam,5,220.57,East,1102.85
TXN000115,2025-09-22 10:27:22.597192552,CUST0311,Webcam,7,218.17,North,1527.19
TXN000116,2025-09-22 10:40:20.274960329,CUST0030,Laptop,7,214.36,South,1500.52
TXN000117,2025-09-22 10:53:17.952728106,CUST0376,Mouse,4,335.26,North,1341.04
TXN000118,2025-09-22 11:06:15.630495882,CUST0028,Desk Mat,7,250.02,North,1750.14
TXN000119,2025-09-22 11:19:13.308263659,CUST0487,Laptop,3,263.54,West,790.62
TXN000120,2025-09-22 11:32:10.986031436,CUST0479,Webcam,6,221.85,West,1331.1
TXN000121,2025-09-22 11:45:08.663799213,CUST0037,Headphones,2,495.93,North,991.86
TXN000122,2025-09-22 11:58:06.341566990,CUST0427,Headphones,9,464.51,North,4180.59
TXN000123,2025-09-22 12:11:04.019334766,CUST0267,Desk Mat,5,160.78,North,803.9
TXN000124,2025-09-22 12:24:01.697102543,CUST0001,Keyboard,6,64.68,East,388.08
TXN000125,2025-09-22 12:36:59.374870320,CUST0051,Webcam,4,421.48,West,1685.92
TXN000126,2025-09-22 12:49:57.052638097,CUST0100,Webcam,7,498.61,East,3490.27
TXN000127,2025-09-22 13:02:54.730405873,CUST0495,Monitor,9,153.38,South,1380.42
TXN000128,2025-09-22 13:15:52.408173650,CUST0074,Webcam,7,185.31,East,1297.17
TXN000129,2025-09-22 13:28:50.085941427,CUST0011,Headphones,1,471.4,South,471.4
TXN000130,2025-09-22 13:41:47.763709204,CUST0413,Keyboard,1,358.45,West,358.45
TXN000131,2025-09-22 13:54:45.441476981,CUST0367,Desk Mat,9,154.86,South,1393.74
TXN000132,2025-09-22 14:07:43.119244757,CUST0276,Mouse,9,294.71,West,2652.39
TXN000133,2025-09-22 14:20:40.797012534,CUST0121,Monitor,4,472.67,East,1890.68
TXN000134,2025-09-22 14:33:38.474780311,CUST0321,Desk Mat,9,407.79,North,3670.11
TXN000135,2025-09-22 14:46:36.152548088,CUST0443,Headphones,3,373.5,South,1120.5
TXN000136,2025-09-22 14:59:33.830315864,CUST0379,Webcam,7,371.13,East,2597.91
TXN000137,2025-09-22 15:12:31.508083641,CUST0088,Webcam,6,97.23,North,583.38
TXN000138,2025-09-22 15:25:29.185851418,CUST0312,Keyboard,8,414.09,West,3312.72
TXN000139,2025-09-22 15:38:26.863619195,CUST0426,Mouse,9,145.3,South,1307.7
TXN000140,2025-09-22 15:51:24.541386972,CUST0407,USB Cable,5,465.88,East,2329.4
TXN000141,2025-09-22 16:04:22.219154748,CUST0078,Desk Mat,1,188.67,South,188.67
TXN000142,2025-09-22 16:17:19.896922525,CUST0216,Monitor,3,430.25,East,1290.75
TXN000143,2025-09-22 16:30:17.574690302,CUST0076,Keyboard,8,140.45,South,1123.6
TXN000144,2025-09-22 16:43:15.252458079,CUST0398,Monitor,6,262.12,West,1572.72
TXN000145,2025-09-22 16:56:12.930225855,CUST0346,Headphones,8,62.37,North,498.96
TXN000146,2025-09-22 17:09:10.607993632,CUST0058,Desk Mat,9,333.46,North,3001.14
TXN000147,2025-09-22 17:22:08.285761409,CUST0112,Headphones,4,419.68,South,1678.72
TXN000148,2025-09-22 17:35:05.963529186,CUST0395,Desk Mat,1,362.04,North,362.04
TXN000149,2025-09-22 17:48:03.641296963,CUST0261,Keyboard,1,266.4,East,266.4
TXN000150,2025-09-22 18:01:01.319064739,CUST0444,Mouse,4,32.11,East,128.44
TXN000151,2025-09-22 18:13:58.996832516,CUST0174,Desk Mat,7,467.39,South,3271.73
TXN000152,2025-09-22 18:26:56.674600293,CUST0345,Monitor,2,355.69,South,711.38
TXN000153,2025-09-22 18:39:54.352368070,CUST0469,Headphones,3,375.47,East,1126.41
TXN000154,2025-09-22 18:52:52.030135846,CUST0443,Desk Mat,1,399.39,South,399.39
TXN000155,2025-09-22 19:05:49.707903623,CUST0407,Webcam,5,376.39,North,1881.95
TXN000156,2025-09-22 19:18:47.385671400,CUST0061,Laptop,1,226.15,North,226.15
TXN000157,2025-09-22 19:31:45.063439177,CUST0231,Desk Mat,8,369.47,South,2955.76
TXN000158,2025-09-22 19:44:42.741206954,CUST0287,Keyboard,1,316.26,South,316.26
TXN000159,2025-09-22 19:57:40.418974730,CUST0200,Headphones,1,428.47,East,428.47
TXN000160,2025-09-22 20:10:38.096742507,CUST0428,USB Cable,2,403.21,South,806.42
TXN000161,2025-09-22 20:23:35.774510284,CUST0136,Webcam,2,30.27,South,60.54
TXN000162,2025-09-22 20:36:33.452278061,CUST0298,Monitor,6,195.65,South,1173.9
TXN000163,2025-09-22 20:49:31.130045837,CUST0174,Laptop,7,27.01,South,189.07
TXN000164,2025-09-22 21:02:28.807813614,CUST0089,Headphones,5,60.02,North,300.1
TXN000165,2025-09-22 21:15:26.485581391,CUST0187,Headphones,1,304.69,West,304.69
TXN000166,2025-09-22 21:28:24.163349168,CUST0016,Keyboard,1,438.17,East,438.17
TXN000167,2025-09-22 21:41:21.841116945,CUST0077,Webcam,3,68.71,West,206.13
TXN000168,2025-09-22 21:54:19.518884721,CUST0076,Headphones,2,231.03,West,462.06
TXN000169,2025-09-22 22:07:17.196652498,CUST0140,Keyboard,5,456.33,East,2281.65
TXN000170,2025-09-22 22:20:14.874420275,CUST0131,Monitor,6,409.01,North,2454.06
TXN000171,2025-09-22 22:33:12.552188052,CUST0212,USB Cable,7,264.64,South,1852.48
TXN000172,2025-09-22 22:46:10.229955828,CUST0097,Desk Mat,4,388.07,East,1552.28
TXN000173,2025-09-22 22:59:07.907723605,CUST0454,Keyboard,7,266.12,West,1862.84
TXN000174,2025-09-22 23:12:05.585491382,CUST0476,Monitor,8,87.47,North,699.76
TXN000175,2025-09-22 23:25:03.263259159,CUST0282,Keyboard,1,71.12,West,71.12
TXN000176,2025-09-22 23:38:00.941026936,CUST0493,Laptop,6,102.3,East,613.8
TXN000177,2025-09-22 23:50:58.618794712,CUST0340,Webcam,8,181.95,North,1455.6
TXN000178,2025-09-23 00:03:56.296562489,CUST0027,USB Cable,5,465.96,North,2329.8
TXN000179,2025-09-23 00:16:53.974330266,CUST0497,Monitor,4,401.84,West,1607.36
TXN000180,2025-09-23 00:29:51.652098043,CUST0150,Webcam,2,222.07,North,444.14
TXN000181,2025-09-23 00:42:49.329865819,CUST0458,Headphones,6,251.61,West,1509.66
TXN000182,2025-09-23 00:55:47.007633596,CUST0228,Webcam,6,140.15,West,840.9
TXN000183,2025-09-23 01:08:44.685401373,CUST0433,Laptop,1,355.13,North,355.13
TXN000184,2025-09-23 01:21:42.363169150,CUST0044,Monitor,9,403.36,South,3630.24
TXN000185,2025-09-23 01:34:40.040936927,CUST0036,Mouse,6,127.06,West,762.36
TXN000186,2025-09-23 01:47:37.718704703,CUST0327,Desk Mat,3,30.49,North,91.47
TXN000187,2025-09-23 02:00:35.396472480,CUST0190,USB Cable,4,315.71,North,1262.84
TXN000188,2025-09-23 02:13:33.074240257,CUST0162,Laptop,4,285.63,South,1142.52
TXN000189,2025-09-23 02:26:30.752008034,CUST0293,Keyboard,3,207.04,South,621.12
TXN000190,2025-09-23 02:39:28.429775811,CUST0378,Webcam,3,325.51,West,976.53
TXN000191,2025-09-23 02:52:26.107543587,CUST0286,Mouse,3,279.8,East,839.4
TXN000192,2025-09-23 03:05:23.785311364,CUST0115,Keyboard,4,132.78,West,531.12
TXN000193,2025-09-23 03:18:21.463079141,CUST0231,Headphones,7,204.89,South,1434.23
TXN000194,2025-09-23 03:31:19.140846918,CUST0347,USB Cable,4,219.78,North,879.12
TXN000195,2025-09-23 03:44:16.818614694,CUST0453,Keyboard,9,441.32,South,3971.88
TXN000196,2025-09-23 03:57:14.496382471,CUST0235,Webcam,1,480.84,South,480.84
TXN000197,2025-09-23 04:10:12.174150248,CUST0346,Webcam,8,447.57,North,3580.56
TXN000198,2025-09-23 04:23:09.851918025,CUST0488,Monitor,7,362.4,East,2536.8
TXN000199,2025-09-23 04:36:07.529685802,CUST0224,Monitor,2,296.65,South,593.3
TXN000200,2025-09-23 04:49:05.207453578,CUST0394,Keyboard,8,347.74,West,2781.92
TXN000201,2025-09-23 05:02:02.885221355,CUST0421,Keyboard,1,470.16,West,470.16
TXN000202,2025-09-23 05:15:00.562989132,CUST0285,Headphones,9,132.5,West,1192.5
TXN000203,2025-09-23 05:27:58.240756909,CUST0266,Monitor,9,272.21,North,2449.89
TXN000204,2025-09-23 05:40:55.918524685,CUST0001,Desk Mat,2,347.91,West,695.82
TXN000205,2025-09-23 05:53:53.596292462,CUST0060,Webcam,7,342.83,West,2399.81
TXN000206,2025-09-23 06:06:51.274060239,CUST0485,Keyboard,3,133.62,East,400.86
TXN000207,2025-09-23 06:19:48.951828016,CUST0077,Headphones,7,297.5,East,2082.5
TXN000208,2025-09-23 06:32:46.629595793,CUST0489,Monitor,9,400.0,West,3600.0
TXN000209,2025-09-23 06:45:44.307363569,CUST0466,Headphones,4,242.79,East,971.16
TXN000210,2025-09-23 06:58:41.985131346,CUST0468,Desk Mat,1,398.72,East,398.72
TXN000211,2025-09-23 07:11:39.662899123,CUST0458,Keyboard,2,186.34,West,372.68
TXN000212,2025-09-23 07:24:37.340666900,CUST0093,Desk Mat,1,469.99,East,469.99
TXN000213,2025-09-23 07:37:35.018434676,CUST0347,Webcam,5,271.62,East,1358.1
TXN000214,2025-09-23 07:50:32.696202453,CUST0129,Headphones,5,302.01,South,1510.05
TXN000215,2025-09-23 08:03:30.373970230,CUST0166,Keyboard,7,25.37,West,177.59
TXN000216,2025-09-23 08:16:28.051738007,CUST0153,Monitor,9,93.43,East,840.87
TXN000217,2025-09-23 08:29:25.729505784,CUST0037,Mouse,9,320.14,West,2881.26
TXN000218,2025-09-23 08:42:23.407273560,CUST0363,Mouse,3,215.74,South,647.22
TXN000219,2025-09-23 08:55:21.085041337,CUST0469,Mouse,3,259.0,South,777.0
TXN000220,2025-09-23 09:08:18.762809114,CUST0441,Headphones,3,40.86,South,122.58
TXN000221,2025-09-23 09:21:16.440576891,CUST0159,Keyboard,4,418.73,West,1674.92
TXN000222,2025-09-23 09:34:14.118344667,CUST0179,Webcam,8,394.41,East,3155.28
TXN000223,2025-09-23 09:47:11.796112444,CUST0188,Desk Mat,6,100.82,East,604.92
TXN000224,2025-09-23 10:00:09.473880221,CUST0361,Laptop,8,320.82,South,2566.56
TXN000225,2025-09-23 10:13:07.151647998,CUST0048,Monitor,1,410.97,West,410.97
TXN000226,2025-09-23 10:26:04.829415775,CUST0424,Keyboard,8,324.02,South,2592.16
TXN000227,2025-09-23 10:39:02.507183551,CUST0454,Laptop,4,162.1,East,648.4
TXN000228,2025-09-23 10:52:00.184951328,CUST0158,Monitor,1,331.49,South,331.49
TXN000229,2025-09-23 11:04:57.862719105,CUST0041,Keyboard,8,113.13,South,905.04
TXN000230,2025-09-23 11:17:55.540486882,CUST0275,Desk Mat,4,165.94,South,663.76
TXN000231,2025-09-23 11:30:53.218254658,CUST0072,USB Cable,6,127.63,East,765.78
TXN000232,2025-09-23 11:43:50.896022435,CUST0081,Mouse,8,282.89,North,2263.12
TXN000233,2025-09-23 11:56:48.573790212,CUST0239,Webcam,4,63.03,South,252.12
TXN000234,2025-09-23 12:09:46.251557989,CUST0075,Headphones,3,467.32,East,1401.96
TXN000235,2025-09-23 12:22:43.929325765,CUST0039,Laptop,9,173.42,South,1560.78
TXN000236,2025-09-23 12:35:41.607093542,CUST0216,Laptop,3,117.3,East,351.9
TXN000237,2025-09-23 12:48:39.284861319,CUST0483,Webcam,9,253.31,South,2279.79
TXN000238,2025-09-23 13:01:36.962629096,CUST0386,USB Cable,2,145.73,South,291.46
TXN000239,2025-09-23 13:14:34.640396873,CUST0102,Webcam,2,272.1,West,544.2
TXN000240,2025-09-23 13:27:32.318164649,CUST0063,Laptop,2,180.77,South,361.54
TXN000241,2025-09-23 13:40:29.995932426,CUST0272,Webcam,6,74.71,South,448.26
TXN000242,2025-09-23 13:53:27.673700203,CUST0204,Headphones,3,140.29,West,420.87
TXN000243,2025-09-23 14:06:25.351467980,CUST0310,USB Cable,9,224.84,West,2023.56
TXN000244,2025-09-23 14:19:23.029235756,CUST0080,Monitor,4,24.84,West,99.36
TXN000245,2025-09-23 14:32:20.707003533,CUST0315,Mouse,1,387.61,South,387.61
TXN000246,2025-09-23 14:45:18.384771310,CUST0189,Keyboard,4,314.69,North,1258.76
TXN000247,2025-09-23 14:58:16.062539087,CUST0427,Keyboard,1,304.67,North,304.67
TXN000248,2025-09-23 15:11:13.740306864,CUST0116,Monitor,5,277.56,South,1387.8
TXN000249,2025-09-23 15:24:11.418074640,CUST0185,Monitor,4,299.25,East,1197.0
TXN000250,2025-09-23 15:37:09.095842417,CUST0268,Monitor,8,467.98,East,3743.84
TXN000251,2025-09-23 15:50:06.773610194,CUST0136,Laptop,8,14.2,South,113.6
TXN000252,2025-09-23 16:03:04.451377971,CUST0074,Keyboard,7,33.42,East,233.94
TXN000253,2025-09-23 16:16:02.129145747,CUST0426,Desk Mat,3,103.83,South,311.49
TXN000254,2025-09-23 16:28:59.806913524,CUST0341,Desk Mat,1,91.98,South,91.98
TXN000255,2025-09-23 16:41:57.484681301,CUST0174,Laptop,1,98.79,East,98.79
TXN000256,2025-09-23 16:54:55.162449078,CUST0105,Laptop,3,339.25,West,1017.75
TXN000257,2025-09-23 17:07:52.840216855,CUST0131,Laptop,6,235.15,South,1410.9
TXN000258,2025-09-23 17:20:50.517984631,CUST0074,Laptop,7,495.97,East,3471.79
TXN000259,2025-09-23 17:33:48.195752408,CUST0484,Webcam,6,121.17,South,727.02
TXN000260,2025-09-23 17:46:45.873520185,CUST0398,Headphones,6,162.31,West,973.86
TXN000261,2025-09-23 17:59:43.551287962,CUST0412,Keyboard,6,492.28,West,2953.68
TXN000262,2025-09-23 18:12:41.229055738,CUST0456,Laptop,3,417.56,West,1252.68
TXN000263,2025-09-23 18:25:38.906823515,CUST0390,Webcam,6,240.2,West,1441.2
TXN000264,2025-09-23 18:38:36.584591292,CUST0082,Headphones,8,281.75,South,2254.0
TXN000265,2025-09-23 18:51:34.262359069,CUST0166,USB Cable,2,423.16,West,846.32
TXN000266,2025-09-23 19:04:31.940126846,CUST0031,Mouse,5,245.68,South,1228.4
TXN000267,2025-09-23 19:17:29.617894622,CUST0440,USB Cable,1,110.95,West,110.95
TXN000268,2025-09-23 19:30:27.295662399,CUST0485,Headphones,1,415.94,West,415.94
TXN000269,2025-09-23 19:43:24.973430176,CUST0148,Laptop,5,273.51,South,1367.55
TXN000270,2025-09-23 19:56:22.651197953,CUST0399,USB Cable,3,84.99,West,254.97
TXN000271,2025-09-23 20:09:20.328965729,CUST0312,Headphones,4,257.74,West,1030.96
TXN000272,2025-09-23 20:22:18.006733506,CUST0283,Mouse,3,212.47,West,637.41
TXN000273,2025-09-23 20:35:15.684501283,CUST0499,Headphones,1,439.65,West,439.65
TXN000274,2025-09-23 20:48:13.362269060,CUST0081,Desk Mat,1,71.77,South,71.77
TXN000275,2025-09-23 21:01:11.040036837,CUST0068,Keyboard,5,438.85,West,2194.25
TXN000276,2025-09-23 21:14:08.717804613,CUST0306,Headphones,6,260.98,East,1565.88
TXN000277,2025-09-23 21:27:06.395572390,CUST0408,Desk Mat,3,208.14,South,624.42
TXN000278,2025-09-23 21:40:04.073340167,CUST0476,Headphones,9,89.36,North,804.24
TXN000279,2025-09-23 21:53:01.751107944,CUST0284,Monitor,5,353.4,South,1767.0
TXN000280,2025-09-23 22:05:59.428875720,CUST0448,Mouse,8,464.14,East,3713.12
TXN000281,2025-09-23 22:18:57.106643497,CUST0344,Headphones,1,193.93,North,193.93
TXN000282,2025-09-23 22:31:54.784411274,CUST0215,Monitor,5,128.38,West,641.9
TXN000283,2025-09-23 22:44:52.462179051,CUST0103,Mouse,3,281.88,North,845.64
TXN000284,2025-09-23 22:57:50.139946828,CUST0101,Mouse,1,400.13,South,400.13
TXN000285,2025-09-23 23:10:47.817714604,CUST0349,Desk Mat,4,11.85,West,47.4
TXN000286,2025-09-23 23:23:45.495482381,CUST0149,Headphones,5,319.37,South,1596.85
TXN000287,2025-09-23 23:36:43.173250158,CUST0355,Headphones,7,302.29,West,2116.03
TXN000288,2025-09-23 23:49:40.851017935,CUST0115,Keyboard,1,165.89,North,165.89
TXN000289,2025-09-24 00:02:38.528785711,CUST0028,Keyboard,3,231.2,West,693.6
TXN000290,2025-09-24 00:15:36.206553488,CUST0006,Laptop,2,131.01,East,262.02
TXN000291,2025-09-24 00:28:33.884321265,CUST0453,Headphones,9,397.04,South,3573.36
TXN000292,2025-09-24 00:41:31.562089042,CUST0419,Monitor,6,320.92,South,1925.52
TXN000293,2025-09-24 00:54:29.239856819,CUST0445,Keyboard,3,271.03,North,813.09
TXN000294,2025-09-24 01:07:26.917624595,CUST0493,Laptop,8,202.34,North,1618.72
TXN000295,2025-09-24 01:20:24.595392372,CUST0351,Monitor,8,152.78,East,1222.24
TXN000296,2025-09-24 01:33:22.273160149,CUST0048,Desk Mat,2,413.14,West,826.28
